timestamp,open,high,low,close,volume
2024-03-21 19:55:00,192.0300,192.0300,192.0200,192.0200,44
2024-03-21 19:45:00,192.0300,192.0300,192.0300,192.0300,5
2024-03-21 19:35:00,192.4900,192.4900,192.4900,192.4900,1
2024-03-21 19:25:00,192.0000,192.0000,192.0000,192.0000,21
2024-03-21 19:10:00,192.3600,192.4900,192.0000,192.0000,16
2024-03-21 19:05:00,192.0000,192.0200,192.0000,192.0200,19
2024-03-21 19:00:00,191.9000,192.0200,191.9000,192.0200,1057675
2024-03-21 18:55:00,192.3000,192.3000,192.3000,192.3000,4
2024-03-21 18:50:00,192.3600,192.3600,192.3600,192.3600,15
2024-03-21 18:45:00,192.5900,192.5900,192.5900,192.5900,10
2024-03-21 18:40:00,192.1200,192.1200,192.0000,192.0000,100
2024-03-21 18:30:00,191.9000,191.9000,191.9000,191.9000,1057613
2024-03-21 18:25:00,192.5900,192.5900,192.0300,192.3000,3
2024-03-21 18:20:00,192.0200,192.0200,192.0200,192.0200,10
2024-03-21 18:15:00,192.2500,192.2500,192.2500,192.2500,28
2024-03-21 18:10:00,192.4960,192.5900,192.0300,192.0300,103
2024-03-21 18:00:00,192.0000,192.0000,192.0000,192.0000,25
2024-03-21 17:50:00,192.3700,192.3700,192.0000,192.3500,78
2024-03-21 17:45:00,192.1000,192.1000,192.1000,192.1000,4
2024-03-21 17:40:00,192.5800,192.5800,192.5800,192.5800,1
2024-03-21 17:30:00,192.5600,192.5600,192.5600,192.5600,9
2024-03-21 17:25:00,192.5800,192.5800,192.2800,192.5800,26
2024-03-21 17:15:00,192.1000,192.1000,192.0100,192.0900,96
2024-03-21 17:10:00,192.0000,192.0000,192.0000,192.0000,3
2024-03-21 17:05:00,192.2800,192.2800,191.9000,191.9000,105
2024-03-21 17:00:00,192.3500,192.4000,191.9000,192.4000,2627
2024-03-21 16:55:00,192.0000,192.5900,192.0000,192.5900,2
2024-03-21 16:50:00,192.0000,192.1000,192.0000,192.1000,22
2024-03-21 16:45:00,192.6960,192.6960,192.0000,192.0000,102
2024-03-21 16:40:00,192.0000,192.7000,192.0000,192.7000,359
2024-03-21 16:35:00,192.2000,192.2000,192.2000,192.2000,2
2024-03-21 16:30:00,192.1000,192.2000,187.4480,192.0000,327
2024-03-21 16:25:00,192.0200,192.0200,192.0000,192.0000,107
2024-03-21 16:20:00,192.1000,192.1000,191.9000,192.1000,803
2024-03-21 16:15:00,191.9000,192.6900,191.9000,192.1000,106
2024-03-21 16:10:00,191.9000,192.0000,191.7000,192.0000,1058094
